:START_ID,:END_ID,:TYPE
album1,track1,HAS_TRACK
album1,track6,HAS_TRACK
album1,track7,HAS_TRACK
album1,track8,HAS_TRACK
album1,track9,HAS_TRACK
album1,track10,HAS_TRACK
album1,track11,HAS_TRACK
album1,track12,HAS_TRACK
album1,track13,HAS_TRACK
album1,track14,HAS_TRACK
album2,track2,HAS_TRACK
album3,track3,HAS_TRACK
album3,track4,HAS_TRACK
album3,track5,HAS_TRACK
album4,track15,HAS_TRACK
album4,track16,HAS_TRACK
album4,track17,HAS_TRACK
album4,track18,HAS_TRACK
album4,track19,HAS_TRACK
album4,track20,HAS_TRACK
album4,track21,HAS_TRACK
album4,track22,HAS_TRACK
album5,track23,HAS_TRACK
album5,track24,HAS_TRACK
album5,track25,HAS_TRACK
album5,track26,HAS_TRACK
album5,track27,HAS_TRACK
album5,track28,HAS_TRACK
album5,track29,HAS_TRACK
album5,track30,HAS_TRACK
album5,track31,HAS_TRACK
album5,track32,HAS_TRACK
album5,track33,HAS_TRACK
album5,track34,HAS_TRACK
album5,track35,HAS_TRACK
album5,track36,HAS_TRACK
album5,track37,HAS_TRACK
album6,track38,HAS_TRACK
album6,track39,HAS_TRACK
album6,track40,HAS_TRACK
album6,track41,HAS_TRACK
album6,track42,HAS_TRACK
album6,track43,HAS_TRACK
album6,track44,HAS_TRACK
album6,track45,HAS_TRACK
album6,track46,HAS_TRACK
album6,track47,HAS_TRACK
album6,track48,HAS_TRACK
album6,track49,HAS_TRACK
album6,track50,HAS_TRACK
album7,track51,HAS_TRACK
album7,track52,HAS_TRACK
album7,track53,HAS_TRACK
album7,track54,HAS_TRACK
album7,track55,HAS_TRACK
album7,track56,HAS_TRACK
album7,track57,HAS_TRACK
album7,track58,HAS_TRACK
album7,track59,HAS_TRACK
album7,track60,HAS_TRACK
album7,track61,HAS_TRACK
album7,track62,HAS_TRACK
album8,track63,HAS_TRACK
album8,track64,HAS_TRACK
album8,track65,HAS_TRACK
album8,track66,HAS_TRACK
album8,track67,HAS_TRACK
album8,track68,HAS_TRACK
album8,track69,HAS_TRACK
album8,track70,HAS_TRACK
album8,track71,HAS_TRACK
album8,track72,HAS_TRACK
album8,track73,HAS_TRACK
album8,track74,HAS_TRACK
album8,track75,HAS_TRACK
album8,track76,HAS_TRACK
album9,track77,HAS_TRACK
album9,track78,HAS_TRACK
album9,track79,HAS_TRACK
album9,track80,HAS_TRACK
album9,track81,HAS_TRACK
album9,track82,HAS_TRACK
album9,track83,HAS_TRACK
album9,track84,HAS_TRACK
album10,track85,HAS_TRACK
album10,track86,HAS_TRACK
album10,track87,HAS_TRACK
album10,track88,HAS_TRACK
album10,track89,HAS_TRACK
album10,track90,HAS_TRACK
album10,track91,HAS_TRACK
album10,track92,HAS_TRACK
album10,track93,HAS_TRACK
album10,track94,HAS_TRACK
album10,track95,HAS_TRACK
album10,track96,HAS_TRACK
album10,track97,HAS_TRACK
album10,track98,HAS_TRACK
album11,track99,HAS_TRACK
album11,track100,HAS_TRACK
album11,track101,HAS_TRACK
album11,track102,HAS_TRACK
album11,track103,HAS_TRACK
album11,track104,HAS_TRACK
album11,track105,HAS_TRACK
album11,track106,HAS_TRACK
album11,track107,HAS_TRACK
album11,track108,HAS_TRACK
album11,track109,HAS_TRACK
album11,track110,HAS_TRACK
album12,track111,HAS_TRACK
album12,track112,HAS_TRACK
album12,track113,HAS_TRACK
album12,track114,HAS_TRACK
album12,track115,HAS_TRACK
album12,track116,HAS_TRACK
album12,track117,HAS_TRACK
album12,track118,HAS_TRACK
album12,track119,HAS_TRACK
album12,track120,HAS_TRACK
album12,track121,HAS_TRACK
album12,track122,HAS_TRACK
album13,track123,HAS_TRACK
album13,track124,HAS_TRACK
album13,track125,HAS_TRACK
album13,track126,HAS_TRACK
album13,track127,HAS_TRACK
album13,track128,HAS_TRACK
album13,track129,HAS_TRACK
album13,track130,HAS_TRACK
album14,track131,HAS_TRACK
album14,track132,HAS_TRACK
album14,track133,HAS_TRACK
album14,track134,HAS_TRACK
album14,track135,HAS_TRACK
album14,track136,HAS_TRACK
album14,track137,HAS_TRACK
album14,track138,HAS_TRACK
album14,track139,HAS_TRACK
album14,track140,HAS_TRACK
album14,track141,HAS_TRACK
album14,track142,HAS_TRACK
album14,track143,HAS_TRACK
album15,track144,HAS_TRACK
album15,track145,HAS_TRACK
album15,track146,HAS_TRACK
album15,track147,HAS_TRACK
album15,track148,HAS_TRACK
album16,track149,HAS_TRACK
album16,track150,HAS_TRACK
album16,track151,HAS_TRACK
album16,track152,HAS_TRACK
album16,track153,HAS_TRACK
album16,track154,HAS_TRACK
album16,track155,HAS_TRACK
album17,track156,HAS_TRACK
album17,track157,HAS_TRACK
album17,track158,HAS_TRACK
album17,track159,HAS_TRACK
album17,track160,HAS_TRACK
album17,track161,HAS_TRACK
album17,track162,HAS_TRACK
album17,track163,HAS_TRACK
album17,track164,HAS_TRACK
album17,track165,HAS_TRACK
album18,track166,HAS_TRACK
album18,track167,HAS_TRACK
album18,track168,HAS_TRACK
album18,track169,HAS_TRACK
album18,track170,HAS_TRACK
album18,track171,HAS_TRACK
album18,track172,HAS_TRACK
album18,track173,HAS_TRACK
album18,track174,HAS_TRACK
album18,track175,HAS_TRACK
album18,track176,HAS_TRACK
album18,track177,HAS_TRACK
album18,track178,HAS_TRACK
album18,track179,HAS_TRACK
album18,track180,HAS_TRACK
album18,track181,HAS_TRACK
album18,track182,HAS_TRACK
album19,track183,HAS_TRACK
album19,track184,HAS_TRACK
album19,track185,HAS_TRACK
album19,track186,HAS_TRACK
album19,track187,HAS_TRACK
album19,track188,HAS_TRACK
album19,track189,HAS_TRACK
album19,track190,HAS_TRACK
album19,track191,HAS_TRACK
album19,track192,HAS_TRACK
album19,track193,HAS_TRACK
album20,track194,HAS_TRACK
album20,track195,HAS_TRACK
album20,track196,HAS_TRACK
album20,track197,HAS_TRACK
album20,track198,HAS_TRACK
album20,track199,HAS_TRACK
album20,track200,HAS_TRACK
album20,track201,HAS_TRACK
album20,track202,HAS_TRACK
album20,track203,HAS_TRACK
album20,track204,HAS_TRACK
album21,track205,HAS_TRACK
album21,track206,HAS_TRACK
album21,track207,HAS_TRACK
album21,track208,HAS_TRACK
album21,track209,HAS_TRACK
album21,track210,HAS_TRACK
album21,track211,HAS_TRACK
album21,track212,HAS_TRACK
album21,track213,HAS_TRACK
album21,track214,HAS_TRACK
album21,track215,HAS_TRACK
album21,track216,HAS_TRACK
album21,track217,HAS_TRACK
album21,track218,HAS_TRACK
album21,track219,HAS_TRACK
album21,track220,HAS_TRACK
album21,track221,HAS_TRACK
album21,track222,HAS_TRACK
album22,track223,HAS_TRACK
album22,track224,HAS_TRACK
album22,track225,HAS_TRACK
album23,track226,HAS_TRACK
album23,track227,HAS_TRACK
album23,track228,HAS_TRACK
album23,track229,HAS_TRACK
album23,track230,HAS_TRACK
album23,track231,HAS_TRACK
album23,track232,HAS_TRACK
album23,track233,HAS_TRACK
album23,track234,HAS_TRACK
album23,track235,HAS_TRACK
album23,track236,HAS_TRACK
album23,track237,HAS_TRACK
album23,track238,HAS_TRACK
album23,track239,HAS_TRACK
album23,track240,HAS_TRACK
album23,track241,HAS_TRACK
album23,track242,HAS_TRACK
album23,track243,HAS_TRACK
album23,track244,HAS_TRACK
album23,track245,HAS_TRACK
album23,track515,HAS_TRACK
album23,track516,HAS_TRACK
album23,track517,HAS_TRACK
album23,track518,HAS_TRACK
album23,track519,HAS_TRACK
album23,track520,HAS_TRACK
album23,track521,HAS_TRACK
album23,track522,HAS_TRACK
album23,track523,HAS_TRACK
album23,track524,HAS_TRACK
album23,track525,HAS_TRACK
album23,track526,HAS_TRACK
album23,track527,HAS_TRACK
album23,track528,HAS_TRACK
album24,track246,HAS_TRACK
album24,track247,HAS_TRACK
album24,track248,HAS_TRACK
album24,track249,HAS_TRACK
album24,track250,HAS_TRACK
album24,track251,HAS_TRACK
album24,track252,HAS_TRACK
album24,track253,HAS_TRACK
album24,track254,HAS_TRACK
album24,track255,HAS_TRACK
album24,track256,HAS_TRACK
album24,track257,HAS_TRACK
album24,track258,HAS_TRACK
album24,track259,HAS_TRACK
album24,track260,HAS_TRACK
album24,track261,HAS_TRACK
album24,track262,HAS_TRACK
album24,track263,HAS_TRACK
album24,track264,HAS_TRACK
album24,track265,HAS_TRACK
album24,track266,HAS_TRACK
album24,track267,HAS_TRACK
album24,track268,HAS_TRACK
album25,track269,HAS_TRACK
album25,track270,HAS_TRACK
album25,track271,HAS_TRACK
album25,track272,HAS_TRACK
album25,track273,HAS_TRACK
album25,track274,HAS_TRACK
album25,track275,HAS_TRACK
album25,track276,HAS_TRACK
album25,track277,HAS_TRACK
album25,track278,HAS_TRACK
album25,track279,HAS_TRACK
album25,track280,HAS_TRACK
album25,track281,HAS_TRACK
album26,track282,HAS_TRACK
album26,track283,HAS_TRACK
album26,track284,HAS_TRACK
album26,track285,HAS_TRACK
album26,track286,HAS_TRACK
album26,track287,HAS_TRACK
album26,track288,HAS_TRACK
album26,track289,HAS_TRACK
album26,track290,HAS_TRACK
album26,track291,HAS_TRACK
album26,track292,HAS_TRACK
album26,track293,HAS_TRACK
album26,track294,HAS_TRACK
album26,track295,HAS_TRACK
album26,track296,HAS_TRACK
album26,track297,HAS_TRACK
album26,track298,HAS_TRACK
album27,track299,HAS_TRACK
album27,track300,HAS_TRACK
album27,track301,HAS_TRACK
album27,track302,HAS_TRACK
album27,track303,HAS_TRACK
album27,track304,HAS_TRACK
album27,track305,HAS_TRACK
album27,track306,HAS_TRACK
album27,track307,HAS_TRACK
album27,track308,HAS_TRACK
album27,track309,HAS_TRACK
album27,track310,HAS_TRACK
album27,track311,HAS_TRACK
album27,track312,HAS_TRACK
album28,track313,HAS_TRACK
album28,track314,HAS_TRACK
album28,track315,HAS_TRACK
album28,track316,HAS_TRACK
album28,track317,HAS_TRACK
album28,track318,HAS_TRACK
album28,track319,HAS_TRACK
album28,track320,HAS_TRACK
album28,track321,HAS_TRACK
album28,track322,HAS_TRACK
album29,track323,HAS_TRACK
album29,track324,HAS_TRACK
album29,track325,HAS_TRACK
album29,track326,HAS_TRACK
album29,track327,HAS_TRACK
album29,track328,HAS_TRACK
album29,track329,HAS_TRACK
album29,track330,HAS_TRACK
album29,track331,HAS_TRACK
album29,track332,HAS_TRACK
album29,track333,HAS_TRACK
album29,track334,HAS_TRACK
album29,track335,HAS_TRACK
album29,track336,HAS_TRACK
album30,track337,HAS_TRACK
album30,track338,HAS_TRACK
album30,track339,HAS_TRACK
album30,track340,HAS_TRACK
album30,track341,HAS_TRACK
album30,track342,HAS_TRACK
album30,track343,HAS_TRACK
album30,track344,HAS_TRACK
album30,track345,HAS_TRACK
album30,track346,HAS_TRACK
album30,track347,HAS_TRACK
album30,track348,HAS_TRACK
album30,track349,HAS_TRACK
album30,track350,HAS_TRACK
album31,track351,HAS_TRACK
album31,track352,HAS_TRACK
album31,track353,HAS_TRACK
album31,track354,HAS_TRACK
album31,track355,HAS_TRACK
album31,track356,HAS_TRACK
album31,track357,HAS_TRACK
album31,track358,HAS_TRACK
album31,track359,HAS_TRACK
album32,track360,HAS_TRACK
album32,track361,HAS_TRACK
album32,track362,HAS_TRACK
album32,track363,HAS_TRACK
album32,track364,HAS_TRACK
album32,track365,HAS_TRACK
album32,track366,HAS_TRACK
album32,track367,HAS_TRACK
album32,track368,HAS_TRACK
album32,track369,HAS_TRACK
album32,track370,HAS_TRACK
album32,track371,HAS_TRACK
album32,track372,HAS_TRACK
album32,track373,HAS_TRACK
album33,track374,HAS_TRACK
album33,track375,HAS_TRACK
album33,track376,HAS_TRACK
album33,track377,HAS_TRACK
album33,track378,HAS_TRACK
album33,track379,HAS_TRACK
album33,track380,HAS_TRACK
album33,track381,HAS_TRACK
album33,track382,HAS_TRACK
album33,track383,HAS_TRACK
album33,track384,HAS_TRACK
album33,track385,HAS_TRACK
album33,track386,HAS_TRACK
album33,track387,HAS_TRACK
album33,track388,HAS_TRACK
album33,track389,HAS_TRACK
album33,track390,HAS_TRACK
album34,track391,HAS_TRACK
album34,track392,HAS_TRACK
album34,track393,HAS_TRACK
album34,track394,HAS_TRACK
album34,track395,HAS_TRACK
album34,track396,HAS_TRACK
album34,track397,HAS_TRACK
album34,track398,HAS_TRACK
album34,track399,HAS_TRACK
album34,track400,HAS_TRACK
album34,track401,HAS_TRACK
album34,track402,HAS_TRACK
album34,track403,HAS_TRACK
album34,track404,HAS_TRACK
album34,track405,HAS_TRACK
album34,track406,HAS_TRACK
album34,track407,HAS_TRACK
album35,track408,HAS_TRACK
album35,track409,HAS_TRACK
album35,track410,HAS_TRACK
album35,track411,HAS_TRACK
album35,track412,HAS_TRACK
album35,track413,HAS_TRACK
album35,track414,HAS_TRACK
album35,track415,HAS_TRACK
album35,track416,HAS_TRACK
album35,track417,HAS_TRACK
album35,track418,HAS_TRACK
album36,track419,HAS_TRACK
album36,track420,HAS_TRACK
album36,track421,HAS_TRACK
album36,track422,HAS_TRACK
album36,track423,HAS_TRACK
album36,track424,HAS_TRACK
album36,track425,HAS_TRACK
album36,track426,HAS_TRACK
album36,track427,HAS_TRACK
album36,track428,HAS_TRACK
album36,track429,HAS_TRACK
album36,track430,HAS_TRACK
album36,track431,HAS_TRACK
album36,track432,HAS_TRACK
album36,track433,HAS_TRACK
album36,track434,HAS_TRACK
album36,track435,HAS_TRACK
album37,track436,HAS_TRACK
album37,track437,HAS_TRACK
album37,track438,HAS_TRACK
album37,track439,HAS_TRACK
album37,track440,HAS_TRACK
album37,track441,HAS_TRACK
album37,track442,HAS_TRACK
album37,track443,HAS_TRACK
album37,track444,HAS_TRACK
album37,track445,HAS_TRACK
album37,track446,HAS_TRACK
album37,track447,HAS_TRACK
album37,track448,HAS_TRACK
album37,track449,HAS_TRACK
album37,track450,HAS_TRACK
